chat_sample, dataset_origin
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 20 minutos, pero solo durante las horas pares del día? [/INST] La expresión cron es */20 */2 * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas, pero solo los días impares del mes, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */4 */2 * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 15 minutos, pero solo los días laborables del mes de noviembre? [/INST] La expresión cron es */15 * * 11 1-5.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 2 días a las 7:00 PM, pero solo durante los meses impares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 19 */2 */2 *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada 40 minutos, pero solo los días laborables del mes de diciembre? [/INST] La expresión cron es */40 * * 12 1-5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada hora durante la tarde, es decir, desde las 12:00 PM hasta las 6:00 PM, pero solo los días laborables del mes de enero, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 * 12-17 1 1-5.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 10 minutos, pero solo durante los días laborables del mes de febrero? [/INST] La expresión cron es */10 * * 2 1-5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 45 minutos, pero solo los días laborables del mes de marzo? [/INST] La expresión cron es */45 * * 3 1-5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 días a las 9:00 AM, pero solo durante los meses pares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 */3 */2 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada hora durante la mañana, es decir, desde las 6:00 AM hasta las 12:00 PM, pero solo los días laborables del mes de octubre, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 6-11 * 10 1-5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 20 minutos, pero solo durante las horas pares del día? [/INST] La expresión cron es */20 */2 * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas, pero solo los días impares del mes, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */4 */2 * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 15 minutos, pero solo los días laborables del mes de noviembre? [/INST] La expresión cron es */15 * * 11 1-5.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 2 días a las 7:00 PM, pero solo durante los meses impares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 19 */2 */2 *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada 40 minutos, pero solo los días laborables del mes de diciembre? [/INST] La expresión cron es */40 * * 12 1-5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada hora durante la tarde, es decir, desde las 12:00 PM hasta las 6:00 PM, pero solo los días laborables del mes de enero, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 * 12-17 1 1-5.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 10 minutos, pero solo durante los días laborables del mes de febrero? [/INST] La expresión cron es */10 * * 2 1-5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 30 minutos, pero solo los días laborables del mes de marzo? [/INST] La expresión cron es */30 * * 3 1-5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 días a las 10:00 AM, pero solo durante los meses pares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 10 */3 */2 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada hora durante la mañana, es decir, desde las 6:00 AM hasta las 12:00 PM, pero solo los días laborables del mes de octubre, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 6-11 * 10 1-5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 20 minutos, pero solo durante las horas pares del día? [/INST] La expresión cron es */20 */2 * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas, pero solo los días impares del mes, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */4 */2 * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 15 minutos, pero solo los días laborables del mes de noviembre? [/INST] La expresión cron es */15 * * 11 1-5.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 2 días a las 7:00 PM, pero solo durante los meses impares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 19 */2 */2 *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada 40 minutos, pero solo los días laborables del mes de diciembre? [/INST] La expresión cron es */40 * * 12 1-5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada hora durante la tarde, es decir, desde las 12:00 PM hasta las 6:00 PM, pero solo los días laborables del mes de enero, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 * 12-17 1 1-5.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 10 minutos, pero solo los días laborables del mes de febrero? [/INST] La expresión cron es */10 * * 2 1-5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y martes? [/INST] La expresión cron es 0 * * * 1,2.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 30 minutos los miércoles y jueves, ¿cómo lo hago en cron? [/INST] La expresión cron es */30 * * * 3,4.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 2 horas los viernes y sábados, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */2 * * 5,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 15 minutos los sábados y domingos? [/INST] La expresión cron es */15 * * * 6,7.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas los lunes, miércoles y viernes, pero solo durante los meses de enero y febrero, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */4 * 1,2 1-31/2 1,3,5.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos los martes y jueves, pero solo durante los meses de marzo, abril y mayo, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es */10 * * 3-5 2,4.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes, jueves y domingo? [/INST] La expresión cron es 0 * * * 1,4,7.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 horas los miércoles, viernes y sábado, pero solo durante los meses pares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */3 * */2 * 3,5,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 20 minutos los martes y sábados, pero solo durante los meses impares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es */20 * * */2 * 2,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y viernes, pero solo durante los meses de septiembre, octubre y noviembre? [/INST] La expresión cron es 0 * * 9-11 1,5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 30 minutos los lunes, miércoles y viernes? [/INST] La expresión cron es */30 * * * 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 2 horas los martes, jueves y sábado, pero solo durante los meses impares del año, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */2 * */2 * 2,4,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 15 minutos los domingos y lunes, pero solo durante los meses de verano (junio, julio y agosto), ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es */15 * * 6-8 0,1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 40 minutos los martes y jueves, pero solo durante los meses de invierno (diciembre, enero y febrero)? [/INST] La expresión cron es */40 * * 12-2 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 horas los miércoles, viernes y sábado, pero solo durante los meses de primavera (marzo, abril y mayo), ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */3 * 3-5 3,5,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 20 minutos los jueves y viernes, pero solo durante los meses de otoño (septiembre, octubre y noviembre), ¿cómo lo hago en cron? [/INST] La expresión cron es */20 * * 9-11 4,5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y sábado, pero solo durante los meses de diciembre, enero y febrero? [/INST] La expresión cron es 0 * * 12-2 1,6.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas los martes, jueves y domingo, pero solo durante los meses de marzo, abril y mayo, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */4 * 3-5 2,4,7.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos los miércoles y sábado, pero solo durante los meses de junio, julio y agosto, ¿cómo lo hago en cron? [/INST] La expresión cron es */10 * * 6-8 3,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 50 minutos los lunes, viernes y domingo, pero solo durante los meses de septiembre, octubre y noviembre? [/INST] La expresión cron es */50 * * 9-11 1,5,7.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 30 minutos los lunes, miércoles y viernes, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */30 * * 3-5 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 2 horas los martes, jueves y sábado, pero solo durante los meses de junio, julio y agosto, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */2 * 6-8 2,4,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 15 minutos los domingos y lunes, pero solo durante los meses de septiembre, octubre y noviembre, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es */15 * * 9-11 0,1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 40 minutos los martes y jueves, pero solo durante los meses de diciembre, enero y febrero? [/INST] La expresión cron es */40 * * 12-2 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 horas los miércoles, viernes y sábado, pero solo durante los meses de marzo, abril y mayo, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */3 * 3-5 3,5,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 20 minutos los jueves y viernes, pero solo durante los meses de junio, julio y agosto, ¿cómo lo hago en cron? [/INST] La expresión cron es */20 * * 6-8 4,5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y sábado, pero solo durante los meses de septiembre, octubre y noviembre? [/INST] La expresión cron es 0 * * 9-11 1,6.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas los martes, jueves y domingo, pero solo durante los meses de diciembre, enero y febrero, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */4 * 12-2 2,4,7.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos los miércoles y sábado, pero solo durante los meses de marzo, abril y mayo, ¿cómo lo hago en cron? [/INST] La expresión cron es */10 * * 3-5 3,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 50 minutos los lunes, viernes y domingo, pero solo durante los meses de junio, julio y agosto? [/INST] La expresión cron es */50 * * 6-8 1,5,7.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 30 minutos los lunes, miércoles y viernes, pero solo durante los meses de junio, julio y agosto? [/INST] La expresión cron es */30 * * 6-8 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 2 horas los martes, jueves y sábado, pero solo durante los meses de septiembre, octubre y noviembre, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */2 * 9-11 2,4,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 15 minutos los domingos y lunes, pero solo durante los meses de diciembre, enero y febrero, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es */15 * * 12-2 0,1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 40 minutos los martes y jueves, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */40 * * 3-5 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 horas los miércoles, viernes y sábado, pero solo durante los meses de junio, julio y agosto, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */3 * 6-8 3,5,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 20 minutos los jueves y viernes, pero solo durante los meses de septiembre, octubre y noviembre, ¿cómo lo hago en cron? [/INST] La expresión cron es */20 * * 9-11 4,5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y sábado, pero solo durante los meses de diciembre, enero y febrero? [/INST] La expresión cron es 0 * * 12-2 1,6.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas los martes, jueves y domingo, pero solo durante los meses de marzo, abril y mayo, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */4 * 3-5 2,4,7.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos los miércoles y sábado, pero solo durante los meses de junio, julio y agosto, ¿cómo lo hago en cron? [/INST] La expresión cron es */10 * * 6-8 3,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 50 minutos los lunes, viernes y domingo, pero solo durante los meses de septiembre, octubre y noviembre? [/INST] La expresión cron es */50 * * 9-11 1,5,7.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 30 minutos los lunes, miércoles y viernes, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */30 * * 3-5 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 2 horas los martes, jueves y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */2 * 6-8 2,4,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 15 minutos los domingos y lunes, pero solo durante los meses de diciembre, enero y febrero. ¿Cuál sería la expresión cron adecuada? [/INST] La expresión cron es */15 * * 12-2 0,1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 40 minutos los martes y jueves, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */40 * * 3-5 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 horas los miércoles, viernes y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cómo se establece en cron? [/INST] La expresión cron es 0 */3 * 6-8 3,5,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 20 minutos los jueves y viernes, pero solo durante los meses de septiembre, octubre y noviembre. ¿Cómo se define en cron? [/INST] La expresión cron es */20 * * 9-11 4,5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y sábado, pero solo durante los meses de diciembre, enero y febrero? [/INST] La expresión cron es 0 * * 12-2 1,6.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas los martes, jueves y domingo, pero solo durante los meses de marzo, abril y mayo. ¿Cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */4 * 3-5 2,4,7.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos los miércoles y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cómo se establece en cron? [/INST] La expresión cron es */10 * * 6-8 3,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 50 minutos los lunes, viernes y domingo, pero solo durante los meses de septiembre, octubre y noviembre? [/INST] La expresión cron es */50 * * 9-11 1,5,7.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 30 minutos los lunes, miércoles y viernes, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */30 * * 3-5 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 2 horas los martes, jueves y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */2 * 6-8 2,4,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 15 minutos los domingos y lunes, pero solo durante los meses de diciembre, enero y febrero. ¿Cuál sería la expresión cron adecuada? [/INST] La expresión cron es */15 * * 12-2 0,1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 40 minutos los martes y jueves, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */40 * * 3-5 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 horas los miércoles, viernes y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cómo se establece en cron? [/INST] La expresión cron es 0 */3 * 6-8 3,5,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 20 minutos los jueves y viernes, pero solo durante los meses de septiembre, octubre y noviembre. ¿Cómo se define en cron? [/INST] La expresión cron es */20 * * 9-11 4,5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y sábado, pero solo durante los meses de diciembre, enero y febrero? [/INST] La expresión cron es 0 * * 12-2 1,6.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas los martes, jueves y domingo, pero solo durante los meses de marzo, abril y mayo. ¿Cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */4 * 3-5 2,4,7.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos los miércoles y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cómo se establece en cron? [/INST] La expresión cron es */10 * * 6-8 3,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 50 minutos los lunes, viernes y domingo, pero solo durante los meses de septiembre, octubre y noviembre? [/INST] La expresión cron es */50 * * 9-11 1,5,7.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 30 minutos los lunes, miércoles y viernes, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */30 * * 3-5 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 2 horas los martes, jueves y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */2 * 6-8 2,4,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 15 minutos los domingos y lunes, pero solo durante los meses de diciembre, enero y febrero. ¿Cuál sería la expresión cron adecuada? [/INST] La expresión cron es */15 * * 12-2 0,1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 40 minutos los martes y jueves, pero solo durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */40 * * 3-5 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 3 horas los miércoles, viernes y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cómo se establece en cron? [/INST] La expresión cron es 0 */3 * 6-8 3,5,6.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 20 minutos los jueves y viernes, pero solo durante los meses de septiembre, octubre y noviembre. ¿Cómo se define en cron? [/INST] La expresión cron es */20 * * 9-11 4,5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los lunes y sábado, pero solo durante los meses de diciembre, enero y febrero? [/INST] La expresión cron es 0 * * 12-2 1,6.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 4 horas los martes, jueves y domingo, pero solo durante los meses de marzo, abril y mayo. ¿Cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */4 * 3-5 2,4,7.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos los miércoles y sábado, pero solo durante los meses de junio, julio y agosto. ¿Cómo se establece en cron? [/INST] La expresión cron es */10 * * 6-8 3,6.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 50 minutos los lunes, viernes y domingo, pero solo durante los meses de septiembre, octubre y noviembre? [/INST] La expresión cron es */50 * * 9-11 1,5,7.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute todos los lunes a las 9:00 AM? [/INST] La expresión cron es 0 9 * * 1.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea todos los martes a las 10:30 PM? [/INST] La expresión cron es 30 22 * * 2.[/END]", gestorjobs
"[INST] ¿Cómo se configura una tarea para que se ejecute cada día a medianoche? [/INST] La expresión cron es 0 0 * * *.[/END]", gestorjobs
"[INST] ¿Cuál es la sintaxis cron para ejecutar una tarea todos los viernes a las 8:00 AM? [/INST] La expresión cron es 0 8 * * 5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada hora los sábados? [/INST] La expresión cron es 0 * * * 6.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea los domingos a las 6:00 PM? [/INST] La expresión cron es 0 18 * * 0.[/END]", gestorjobs
"[INST] ¿Cómo se configura una tarea para que se ejecute todos los días laborables a las 7:30 AM? [/INST] La expresión cron es 30 7 * * 1-5.[/END]", gestorjobs
"[INST] ¿Cuál es la sintaxis cron para ejecutar una tarea los fines de semana a las 11:00 PM? [/INST] La expresión cron es 0 23 * * 6,7.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute el primer día de cada mes a las 12:00 PM? [/INST] La expresión cron es 0 12 1 * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea los últimos días de cada mes a las 9:00 AM? [/INST] La expresión cron es 0 9 28-31 * *.[/END]", gestorjobs
"[INST] ¿Cómo se configura una tarea para que se ejecute cada 15 minutos? [/INST] La expresión cron es */15 * * * *.[/END]", gestorjobs
"[INST] ¿Cuál es la sintaxis cron para ejecutar una tarea cada hora a los minutos 20 y 50? [/INST] La expresión cron es 20,50 * * * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute todos los días a las 3:00 AM? [/INST] La expresión cron es 0 3 * * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 5 minutos durante las horas pares del día? [/INST] La expresión cron es */5 */2 * * *.[/END]", gestorjobs
"[INST] ¿Cómo se configura una tarea para que se ejecute a las 12:00 PM los días 15 de cada mes? [/INST] La expresión cron es 0 12 15 * *.[/END]", gestorjobs
"[INST] ¿Cuál es la sintaxis cron para ejecutar una tarea cada minuto los días 1 y 15 de cada mes? [/INST] La expresión cron es * * 1,15 * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute todos los años el 1 de enero a las 00:00? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada 10 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */10 * 3-5 * *.[/END]", gestorjobs
"[INST] ¿Cómo se configura una tarea para que se ejecute a las 6:30 PM el primer día de cada mes? [/INST] La expresión cron es 30 18 1 * *.[/END]", gestorjobs
"[INST] ¿Cuál es la sintaxis cron para ejecutar una tarea cada hora de lunes a viernes a las 9:00 AM? [/INST] La expresión cron es 0 9 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 7:00 AM. [/INST] La expresión cron es 0 7 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada hora los lunes. [/INST] La expresión cron es 0 * * * 1.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute todos los años el 1 de enero a las 12:00 AM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada minuto durante los meses de marzo, abril y mayo? [/INST] La expresión cron es * * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 15 minutos los días impares de cada mes. [/INST] La expresión cron es */15 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días laborables a las 9:30 AM? [/INST] La expresión cron es 30 9 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los sábados y domingos. [/INST] La expresión cron es 0 * * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 6:00 PM todos los días. [/INST] La expresión cron es 0 18 * * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 30 minutos durante las horas pares del día? [/INST] La expresión cron es */30 */2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 12:00 PM el día 15 de cada mes. [/INST] La expresión cron es 0 12 15 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 4:30 AM. [/INST] La expresión cron es 30 4 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada hora los martes y jueves. [/INST] La expresión cron es 0 * * * 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 25 de diciembre a las 8:00 AM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 8 25 12 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 10 minutos durante los meses de junio, julio y agosto? [/INST] La expresión cron es */10 * * 6-8 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 20 minutos los días pares de cada mes. [/INST] La expresión cron es */20 * 2-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:45 PM? [/INST] La expresión cron es 45 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 3:00 PM los días 10 de cada mes. [/INST] La expresión cron es 0 15 10 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 5 minutos durante las horas impares del día? [/INST] La expresión cron es */5 1-23/2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 7:00 AM los días 1 y 15 de cada mes. [/INST] La expresión cron es 0 7 1,15 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 6:00 AM. [/INST] La expresión cron es 0 6 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 30 minutos los lunes y viernes. [/INST] La expresión cron es */30 * * * 1,5.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 12:00 AM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 15 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */15 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días pares de cada mes. [/INST] La expresión cron es 0 * 2-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 10:30 PM? [/INST] La expresión cron es 30 22 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 3 horas los sábados y domingos. [/INST] La expresión cron es 0 */3 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 4:00 PM los días 5 de cada mes. [/INST] La expresión cron es 0 16 5 * *.[/END]", gestorjobs
